Namespaces_or_individual_schema_IRI,Label
http://dbpedia.org/class/yago/,0
http://lexvo.org/id/iso639-3/,1
http://lexvo.org/id/iso639-5/,1
http://lexvo.org/id/iso639-2/,1
http://lexvo.org/id/iso639-1/,1
http://lexvo.org/id/iso639-x/,1
http://lexvo.org/id/gn/,0
http://lexvo.org/id/etymology/,1
http://lexvo.org/id/phonology/,1
http://lexvo.org/id/morphology/,1
http://lexvo.org/id/syntax/,1
http://lexvo.org/id/semantics/,1
http://lexvo.org/id/pragmatics/,1
http://lexvo.org/id/translation/,1
http://lexvo.org/id/vocabulary/,1
http://lexvo.org/id/grammar/,1
http://lexvo.org/id/phoneme/,1
http://lexvo.org/id/phonetic-feature/,1
http://lexvo.org/id/phoneme-allophone/,1
http://lexvo.org/id/phonetic-symbol/,1
http://lexvo.org/id/phonetic-description/,1
http://lexvo.org/id/phonetic-context/,1
http://lexvo.org/id/phonetic-allophone/,1
http://lexvo.org/id/grapheme/,1
http://lexvo.org/id/grapheme-allophone/,1
http://lexvo.org/id/grapheme-context/,1
http://lexvo.org/id/morpheme/,1
http://lexvo.org/id/morpheme-type/,1
http://lexvo.org/id/morpheme-subtype/,1
http://lexvo.org/id/morpheme-role/,1
http://lexvo.org/id/morpheme-context/,1
http://lexvo.org/id/semantics-role/,1
http://lexvo.org/id/semantics-domain/,1
http://lexvo.org/id/semantics-status/,1
http://lexvo.org/id/semantics-typology/,1
http://lexvo.org/id/semantics-connotation/,1
http://lexvo.org/id/semantics-type/,1
http://lexvo.org/id/pragmatics-type/,1
http://lexvo.org/id/pragmatics-role/,1
http://lexvo.org/id/pragmatics-context/,1
http://lexvo.org/id/translation-type/,1
http://lexvo.org/id/translation-direction/,1
http://lexvo.org/id/translation-mode/,1
http://lexvo.org/id/vocabulary-type/,1
http://lexvo.org/id/vocabulary-status/,1
http://lexvo.org/id/vocabulary-difficulty/,1
http://lexvo.org/id/vocabulary-formality/,1
http://lexvo.org/id/vocabulary-frequency/,1
http://lexvo.org/id/vocabulary-size/,1
http://lexvo.org/id/vocabulary-quality/,1
http://lexvo.org/id/grammar,1
http://www.wikidata.org/entity/,0
http://www.wikidata.org/prop/direct/,0
http://www.wikidata.org/prop/direct-normalized/,0
http://www.wikidata.org/prop/direct-normalized/en/,0
http://www.wikidata.org/prop/direct-normalized/en#,0
http://www.wikidata.org/prop/,0
http://www.wikidata.org/prop/statement/,0
http://www.wikidata.org/prop/statement/value/,0
http://www.wikidata.org/prop/statement/value-normalized/,0
http://www.wikidata.org/prop/qualifier/,0
http://www.wikidata.org/prop/reference/,0
http://www.wikidata.org/prop/reference/value/,0
http://www.wikidata.org/prop/reference/value-normalized/,0
http://www.wikidata.org/prop/novalue/,0
http://www.wikidata.org/prop/wdt/,0
http://www.wikidata.org/prop/wikibase/,0
http://www.wikidata.org/prop/wikibase/direct/,0
http://www.wikidata.org/prop/wikibase/direct-normalized/,0
http://www.wikidata.org/prop/wikibase/entity/statement/,0
http://www.wikidata.org/prop/wikibase/entity/statement/value/,0
http://www.wikidata.org/prop/wikibase/entity/statement/value-normalized/,0
http://www.wikidata.org/prop/wikibase/quantityValue/,0
http://www.wikidata.org/prop/wikibase/quantityAmount/,0
http://www.wikidata.org/prop/P31,1
http://www.wikidata.org/prop/P279,0
http://www.wikidata.org/prop/P276,1
http://www.wikidata.org/prop/P361,1
http://www.wikidata.org/prop/P364,1
http://www.wikidata.org/prop/P452,1
http://www.wikidata.org/prop/P1552,1
http://www.wikidata.org/prop/P1562,0
http://www.wikidata.org/prop/P1687,0
http://www.wikidata.org/prop/P1889,0
http://www.wikidata.org/prop/P646,0
http://www.wikidata.org/prop/P227,0
http://www.wikidata.org/prop/P268,0
http://xmlns.com/foaf/0.1/Agent,1
http://xmlns.com/foaf/0.1/Person,1
http://xmlns.com/foaf/0.1/PersonalProfileDocument,1
http://xmlns.com/foaf/0.1/Project,1
http://xmlns.com/foaf/0.1/Organization,1
http://xmlns.com/foaf/0.1/Document,1
http://xmlns.com/foaf/0.1/Image,1
http://xmlns.com/foaf/0.1/Group,1
http://xmlns.com/foaf/0.1/OnlineAccount,0
http://xmlns.com/foaf/0.1/OnlineChatAccount,0
http://xmlns.com/foaf/0.1/OnlineEcommerceAccount,0
http://xmlns.com/foaf/0.1/OnlineGamingAccount,0
http://purl.org/dc/dcmitype/Dataset,0
http://purl.org/dc/dcmitype/MovingImage,1
http://purl.org/dc/dcmitype/StillImage,1
http://purl.org/dc/dcmitype/Image,1
http://purl.org/dc/dcmitype/Text,1
http://purl.org/dc/dcmitype/Sound,1
http://purl.org/dc/dcmitype/Collection,1
http://purl.org/dc/dcmitype/InteractiveResource,1
http://purl.org/dc/dcmitype/PhysicalObject,1
http://purl.org/dc/dcmitype/Event,1
http://purl.org/dc/dcmitype/Service,1
http://purl.org/dc/dcmitype/Software,1
http://purl.org/dc/dcmitype/InteractiveResource/,1
http://purl.org/dc/dcmitype/PhysicalObject/,1
http://purl.org/dc/dcmitype/Sound/,1
http://purl.org/dc/dcmitype/Text/,1
http://purl.org/dc/dcmitype/Image/,1
http://purl.org/dc/dcmitype/MovingImage/,1
http://purl.org/dc/dcmitype/StillImage/,1
http://purl.org/dc/dcmitype/Collection/,1
http://purl.org/dc/dcmitype/Service/,1
http://purl.org/dc/dcmitype/Dataset/,1
http://purl.org/dc/dcmitype/Software/,1
http://purl.org/dc/dcmitype/Event/,1
http://purl.org/dc/dcmitype/Agent,1
http://purl.org/dc/dcmitype/TextBase,1
http://purl.org/dc/dcmitype/SoundRecording,1
http://purl.org/dc/dcmitype/MovingImageSequence,1
http://purl.org/dc/dcmitype/PhysicalMedium,1
http://purl.org/dc/dcmitype/ImageResolution,1
http://purl.org/dc/dcmitype/CollectionOrphanage,1
http://purl.org/dc/dcmitype/SpatialCoverage,1
http://purl.org/dc/dcmitype/ServiceDelivery,1
http://purl.org/dc/dcmitype/InteractiveResourceOrphanage,1
http://purl.org/dc/dcmitype/EventOrphanage,1
http://purl.org/dc/dcmitype/PhysicalObjectOrphanage,1
http://purl.org/dc/dcmitype/SoftwareOrphanage,1
http://www.w3.org/2004/02/skos/core#altLabel,1
http://www.w3.org/2004/02/skos/core#prefLabel,1
http://www.w3.org/2004/02/skos/core#hiddenLabel,1
http://www.w3.org/2004/02/skos/core#notation,0
http://www.w3.org/2004/02/skos/core#definition,0
http://www.w3.org/2004/02/skos/core#scopeNote,0
http://www.w3.org/2004/02/skos/core#example,0
http://www.w3.org/2004/02/skos/core#historyNote,0
http://www.w3.org/2004/02/skos/core#editorialNote,0
http://www.w3.org/2004/02/skos/core#changeNote,0
http://www.w3.org/2004/02/skos/core#exactMatch,1
http://www.w3.org/2004/02/skos/core#closeMatch,1
http://www.w3.org/2004/02/skos/core#relatedMatch,1
http://www.w3.org/2004/02/skos/core#broadMatch,1
http://www.w3.org/2004/02/skos/core#narrowMatch,1
http://www.w3.org/2004/02/skos/core#mappingRelation,0
http://www.w3.org/2004/02/skos/core#semanticRelation,0
http://www.w3.org/2004/02/skos/core#ConceptScheme,0
http://www.w3.org/2004/02/skos/core#Collection,0
http://www.w3.org/2004/02/skos/core#OrderedCollection,0
http://www.w3.org/2004/02/skos/core#Concept,0
http://www.w3.org/2004/02/skos/core#ConceptGroup,0
http://purl.org/ontology/mo/MusicArtist,2
http://purl.org/ontology/mo/MusicRecord,2
http://purl.org/ontology/bibo/Book,2
http://purl.org/ontology/mo/MusicComposition,2
http://purl.org/ontology/mo/Record,2
http://purl.org/ontology/mo/MusicalExpression,2
http://purl.org/ontology/mo/MusicalWork,2
http://purl.org/dc/terms/bibliographicCitation,1
http://purl.org/ontology/mo/Signal,2
http://purl.org/ontology/mo/Performance,2
http://purl.org/ontology/mo/MusicalItem,2
http://purl.org/ontology/bibo/Chapter,2
http://purl.org/ontology/mo/Compilation,2
http://purl.org/ontology/mo/MusicalManifestation,2
http://purl.org/ontology/mo/Arrangement,2
http://purl.org/ontology/mo/Conductor,2
http://purl.org/ontology/mo/Composition,2
http://purl.org/ontology/mo/Instrument,2
http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,1
http://www.geneontology.org/formats/oboInOwl#SynonymType,1
http://www.geneontology.org/formats/oboInOwl#SubsetProperty,0
http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,0
http://www.geneontology.org/formats/oboInOwl#InverseOf,0
http://www.geneontology.org/formats/oboInOwl#OboInOwlPrefix,0
http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,1
http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,1
http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,1
http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,1
http://www.geneontology.org/formats/oboInOwl#ObsoleteIndividual,1
http://www.geneontology.org/formats/oboInOwl#hasDbXref,1
http://www.geneontology.org/formats/oboInOwl#InSubset,1
http://www.geneontology.org/formats/oboInOwl#hasSynonymType,1
http://www.geneontology.org/formats/oboInOwl#ObsoleteBy,1
http://www.geneontology.org/formats/oboInOwl#Synonym,1
http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,1
http://www.geneontology.org/formats/oboInOwl#hasScope,1
http://www.geneontology.org/formats/oboInOwl#OboInOwl,1
http://www.geneontology.org/formats/oboInOwl#EditorNote,1
http://www.geneontology.org/formats/oboInOwl#InSubsetProperty,1
http://www.geneontology.org/formats/oboInOwl#IAO_0000112,1
http://www.geneontology.org/formats/oboInOwl#hasExactSynonymType,1
http://www.geneontology.org/formats/oboInOwl#OboInOwlAnnotationProperty,1
http://www.geneontology.org/formats/oboInOwl#IAO_0000115,0
http://www.geneontology.org/formats/oboInOwl#IAO_0000111,0
http://www.geneontology.org/formats/oboInOwl#IAO_0000114,0
http://www.geneontology.org/formats/oboInOwl#hasExactSynonymScope,1
http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonymType,1
http://www.geneontology.org/formats/oboInOwl#hasDbXrefProperty,1
http://www.geneontology.org/formats/oboInOwl#hasBroadSynonymType,1
http://www.geneontology.org/formats/oboInOwl#ObsoleteByProperty,1
http://www.geneontology.org/formats/oboInOwl#IAO_0000113,0
http://www.geneontology.org/formats/oboInOwl#has,0
http://snomed.info/id,0
http://purl.bioontology.org/ontology/SNOMEDCT,0
http://www.ihtsdo.org/snomed-ct/,0
http://snomed.info/sct,0
http://purl.org/snomed/sct,0
http://snomed.org/sct,0
http://www.ihtsdo.org/snomed-ct,0
http://snomed.info/id/,0
http://purl.obolibrary.org/obo/SCT_,0
http://purl.org/obo/owl/SNOMEDCT,0
http://identifiers.org/snomedct,0
http://purl.bioontology.org/ontology/SNOMED_CT/,0
http://identifiers.org/snomed-ct,0
http://linkeddata.uriburner.com/snomed/sct,0
http://purl.org/snomed/,0
http://bio2rdf.org/drugbank_vocabulary:resource,2
http://purl.org/dc/terms/identifier,0
http://www.w3.org/2001/xmlschema#string,0
http://bio2rdf.org/bio2rdf_vocabulary:namespace,0
http://www.w3.org/2001/xmlschema#string,0
http://bio2rdf.org/drugbank_vocabulary:resource,2
http://bio2rdf.org/bio2rdf_vocabulary:identifier,1
http://www.w3.org/2001/xmlschema#string,0
http://bio2rdf.org/bio2rdf_vocabulary:uri,1
http://www.w3.org/2001/xmlschema#string,0
http://www.w3.org/2000/01/rdf-schema#label,1
http://www.w3.org/2000/01/rdf-schema#literal,1
http://purl.org/dc/terms/title,2
http://bio2rdf.org/drugbank_vocabulary:resource,2
http://bio2rdf.org/drugbank_vocabulary:drug-classification-category,2
http://bio2rdf.org/drugbank_vocabulary:resource,2
http://bio2rdf.org/drugbank_vocabulary:drug,2
http://bio2rdf.org/drugbank_vocabulary:small-molecule,2
http://bio2rdf.org/drugbank_vocabulary:source,2
http://bio2rdf.org/drugbank_vocabulary:calculated-properties,2
http://bio2rdf.org/drugbank_vocabulary:ddi-interactor-in,2
http://bio2rdf.org/drugbank_vocabulary:drug-drug-interaction,2
http://bio2rdf.org/drugbank_vocabulary:value,1
http://www.w3.org/2001/xmlschema#string,0
http://bio2rdf.org/drugbank_vocabulary:value,1
http://www.w3.org/2001/xmlschema#float,0
http://bio2rdf.org/drugbank_vocabulary:reference,2
http://purl.org/dc/terms/identifier,1
http://purl.org/dc/terms/title,1
http://xmlns.com/foaf/0.1/document,2
http://purl.org/dc/elements/1.1/creator,2
http://xmlns.com/foaf/0.1/agent,2
http://xmlns.com/foaf/0.1/maker,2
http://www.w3.org/2002/07/owl#sameas,0
http://www.w3.org/2002/07/owl#thing,0
http://xmlns.com/foaf/0.1/document,0
http://www.w3.org/2000/01/rdf-schema#seealso,0
http://xmlns.com/foaf/0.1/homepage,1
http://swrc.ontoware.org/ontology#inproceedings,2
http://purl.org/dc/terms/issued,2
http://www.w3.org/2001/xmlschema#gyear,2
http://purl.org/dc/terms/bibliographiccitation,2
http://swrc.ontoware.org/ontology#pages,2
http://swrc.ontoware.org/ontology#conference,2
http://dbpedia.org/ontology/postal_code,2
http://dbpedia.org/ontology/isocode,2
http://dbpedia.org/ontology/locatedinarea,2
http://dbpedia.org/ontology/state,2
http://dbpedia.org/ontology/city,2
http://dbpedia.org/ontology/region,2
http://dbpedia.org/ontology/province,2
http://dbpedia.org/ontology/neighborhood,2
http://www.w3.org/1999/02/22-rdf-syntax-ns#langstring,0
http://dbpedia.org/ontology/locatedinarea,2
http://dbpedia.org/ontology/municipality,2
http://dbpedia.org/ontology/locatedinarea,2
http://dbpedia.org/ontology/prefecture,2
http://www.w3.org/2000/01/rdf-schema#comment,0
http://dbpedia.org/ontology/person,2
http://dbpedia.org/ontology/birthdate,2
http://www.w3.org/2001/xmlschema#date,2
http://xmlns.com/foaf/0.1/name,2
http://www.w3.org/2000/01/rdf-schema#literal,1
http://xmlns.com/foaf/0.1/gender,2
http://purl.org/dc/terms/description,2
http://xmlns.com/foaf/0.1/givenname,2
http://dbpedia.org/ontology/careerstation,2
http://dbpedia.org/ontology/years,2
http://www.w3.org/2001/xmlschema#gyear,2
http://xmlns.com/foaf/0.1/surname,2
http://dbpedia.org/ontology/soccerplayer,2
http://dbpedia.org/ontology/team,2
http://dbpedia.org/ontology/soccerclub,2
http://dbpedia.org/ontology/deathdate,2
http://www.w3.org/2002/07/owl#thing,0
http://dbpedia.org/property/rd1team,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#langstring,0
http://dbpedia.org/ontology/numberofgoals,2
http://www.w3.org/2001/xmlschema#integer,0
http://dbpedia.org/ontology/numberofmatches,2
http://dbpedia.org/ontology/album,2
http://dbpedia.org/property/length,2
http://dbpedia.org/datatype/second,2
http://dbpedia.org/ontology/village,2
http://dbpedia.org/property/subdivisiontype,2
http://dbpedia.org/property/title,2
http://dbpedia.org/property/votes,2
http://dbpedia.org/ontology/sportsteammember,2
http://dbpedia.org/ontology/soccerclubseason,2
http://dbpedia.org/property/goals,2
http://dbpedia.org/ontology/ispartof,2
http://dbpedia.org/ontology/settlement,2
http://dbpedia.org/property/rd2team,1
http://dbpedia.org/property/percentage,1
http://www.w3.org/2001/xmlschema#double,1
http://dbpedia.org/ontology/birthplace,2
http://dbpedia.org/property/name,2
http://dbpedia.org/property/candidate,2
http://dbpedia.org/ontology/city,2
http://geovocab.org/geometry#geometry,2
http://www.opengis.net/ont/geosparql#aswkt,1
http://www.opengis.net/ont/geosparql#wktliteral,1
http://geovocab.org/spatial#feature,2
http://linkedgeodata.org/ontology/version,1
http://www.w3.org/2001/xmlschema#int,0
http://purl.org/dc/terms/modified,2
http://www.w3.org/2001/xmlschema#datetime,2
http://linkedgeodata.org/ontology/changeset,2
http://purl.org/dc/terms/contributor,2
http://www.w3.org/2002/07/owl#thing,0
http://linkedgeodata.org/meta/node,0
http://www.w3.org/2003/01/geo/wgs84_pos#lat,2
http://www.w3.org/2001/xmlschema#double,0
http://www.w3.org/2003/01/geo/wgs84_pos#long,2
http://linkedgeodata.org/ontology/gadmsameas,2
http://linkedgeodata.org/ontology/posseq,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#_2,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#_1,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#_3,0
http://www.w3.org/2000/01/rdf-schema#label,0
http://www.w3.org/2000/01/rdf-schema#literal,0
http://linkedgeodata.org/meta/way,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#_4,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#_5,0
http://linkedgeodata.org/ontology/powerthing,2
http://www.w3.org/2004/02/skos/core#concept,2
http://www.w3.org/ns/lemon/ontolex#issenseof,2
http://www.w3.org/ns/lemon/ontolex#lexicalentry,2
http://www.w3.org/ns/lemon/ontolex#lexicalsense,2
http://www.w3.org/ns/lemon/ontolex#reference,2
http://www.w3.org/ns/lemon/ontolex#denotes,2
http://www.w3.org/2000/01/rdf-schema#label,0
http://www.w3.org/2000/01/rdf-schema#literal,0
http://www.w3.org/ns/lemon/ontolex#sense,0
http://lemon-model.net/lemon#language,2
http://creativecommons.org/ns#jurisdiction,2
http://www.w3.org/2002/07/owl#thing,0
http://www.w3.org/2004/02/skos/core#narrower,1
http://www.w3.org/2004/02/skos/core#closematch,2
http://www.w3.org/2000/01/rdf-schema#comment,2
http://lemon-model.net/lemon#reference,2
http://purl.org/asit/terms/sentence,2
http://www.w3.org/2000/01/rdf-schema#literal,1
http://purl.org/asit/terms/document,2
http://purl.org/asit/terms/hassentence,2
http://purl.org/asit/terms/postag,2
http://purl.org/asit/terms/postaginwsc,2
http://purl.org/asit/terms/wordsentencecollocation,2
http://purl.org/asit/terms/wschaspostag,2
http://purl.org/asit/terms/sentencetag,2
http://purl.org/asit/terms/istagsentence,2
http://purl.org/asit/terms/hassentencetag,2
http://purl.org/asit/terms/wschasword,2
http://purl.org/asit/terms/word,2
http://purl.org/asit/terms/wschascollocation,2
http://purl.org/asit/terms/collocation,2
http://purl.org/asit/terms/sentenceiswsc,2
http://purl.org/asit/terms/wschassentence,2
http://purl.org/asit/terms/wordiswsc,2
http://purl.org/asit/terms/town,2
http://purl.org/asit/terms/surface,2
http://www.w3.org/2003/01/geo/wgs84_pos#alt,1
http://www.w3.org/2003/01/geo/wgs84_pos#long,2
http://www.w3.org/2003/01/geo/wgs84_pos#population,2
http://www.w3.org/2003/01/geo/wgs84_pos#lat,2
http://purl.org/asit/terms/isinprovince,2
http://purl.org/asit/terms/province,2
http://purl.org/asit/terms/hastown,2
http://purl.org/asit/terms/altimetricarea,2
http://purl.org/asit/terms/mountaintown,2
http://purl.org/asit/terms/provincelittoral,2
http://www.geonames.org/ontology#officialname,2
http://purl.org/asit/terms/provincecapital,2
http://purl.org/asit/terms/hasword,2
http://purl.org/asit/terms/wordtext,2
http://purl.org/asit/terms/istranslation,2
http://purl.org/asit/terms/tagdescription,2
http://purl.org/asit/terms/mandatory,2
http://purl.org/asit/terms/isparenttag,2
http://purl.org/asit/terms/parenttag,2
http://www.w3.org/ns/lemon/ontolex#lexicalsense,0
http://rdf.naturallexicon.org/en/ont#gloss,1
http://www.w3.org/2000/01/rdf-schema#literal,0
http://rdf.naturallexicon.org/zh/ont#cedictentry,2
http://www.w3.org/ns/lemon/ontolex#sense,2
http://rdf.naturallexicon.org/zh/ont#mandarinform,2
http://rdf.naturallexicon.org/zh/ont#writtenform,2
http://www.w3.org/2002/07/owl#thing,0
http://rdf.naturallexicon.org/zh/ont#label,0
http://www.w3.org/2000/01/rdf-schema#subclassof,0
http://www.w3.org/ns/lemon/ontolex#lexicalform,1
http://rdf.naturallexicon.org/zh/ont#pinyin,2
http://www.w3.org/2002/07/owl#ontology,0
http://www.w3.org/2000/01/rdf-schema#comment,0
http://www.w3.org/2002/07/owl#imports,1
http://lemon-model.net/lemon#lexicalsense,1
http://lodserver.iula.upf.edu/eurowordnetmcr/topconcept,2
http://www.w3.org/2002/07/owl#thing,0
http://lodserver.iula.upf.edu/eurowordnetmcr/synset,1
http://purl.org/dc/terms/source,0
http://www.w3.org/2000/01/rdf-schema#literal,0
http://www.w3.org/2000/01/rdf-schema#label,0
http://lemon-model.net/lemon#lexicalentry,1
http://lemon-model.net/lemon#sense,2
http://lemon-model.net/lemon#issenseof,2
http://lemon-model.net/lemon#reference,2
http://lodserver.iula.upf.edu/eurowordnetmcr/sumo_plus,2
http://lodserver.iula.upf.edu/eurowordnetmcr/definition,2
http://lodserver.iula.upf.edu/eurowordnetmcr/baseconcept,2
http://purl.org/net/translation#translation,2
http://purl.org/net/translation#translationcategory,2
http://purl.org/net/translation#translationsense,2
http://lemon-model.net/lemon#form,0
http://lemon-model.net/lemon#writtenrepresentation,2
http://lemon-model.net/lemon#lexicon,2
http://lemon-model.net/lemon#entry,2
http://www.w3.org/2002/07/owl#ontology,0
http://lemon-model.net/lemon#canonicalform,2
http://www.lexinfo.net/ontology/2.0/lexinfo#partofspeech,2
http://lodserver.iula.upf.edu/eurowordnetmcr/has_hyperonym,2
http://lodserver.iula.upf.edu/eurowordnetmcr/has_hyponym,2
http://lodserver.iula.upf.edu/eurowordnetmcr/related_to,2
http://lodserver.iula.upf.edu/eurowordnetmcr/has_mero_part,2
http://lodserver.iula.upf.edu/eurowordnetmcr/has_holo_part,2
http://lodserver.iula.upf.edu/eurowordnetmcr/sumo_at,2
http://lemon-model.net/lemon#word,2
http://www.w3.org/2000/01/rdf-schema#label,0
http://www.w3.org/2000/01/rdf-schema#literal,0
http://lemon-model.net/lemon#language,2
http://lexvo.org/ontology#language,2
http://www.w3.org/2002/07/owl#thing,0
http://lemon-model.net/lemon/etym#translates,2
http://www.w3.org/tr/rdf-schema/seealso,2
http://www.w3.org/2002/07/owl#ontology,0
http://www.w3.org/2002/07/owl#imports,2
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#string,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#endindex,0
http://www.w3.org/2001/xmlschema#nonnegativeinteger,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#beginindex,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#rfc5147string,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#phrase,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#anchorof,0
http://www.w3.org/2001/xmlschema#string,0
http://www.w3.org/2005/11/its/rdf#taidentref,0
http://www.w3.org/2002/07/owl#thing,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#referencecontext,2
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#context,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#isstring,0
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#sourceurl,0
http://lemon-model.net/lemon#lexicalentry,0
http://lemon-model.net/lemon#sense,2
http://www.w3.org/2002/07/owl#thing,0
http://lemon-model.net/lemon#value,0
http://www.w3.org/2000/01/rdf-schema#literal,0
http://lemon-model.net/lemon#definition,0
http://lemon-model.net/lemon#reference,2
http://lemon-model.net/lemon#writtenrep,2
http://lemon-model.net/lemon#canonicalform,2
http://lemon-model.net/lemon#entry,0
http://www.lexinfo.net/ontology/2.0/lexinfo#partofspeech,2
http://www.lexinfo.net/ontology/2.0/lexinfo#translation,0
http://www.lexinfo.net/ontology/2.0/lexinfo#pronunciation,2
http://www.lexinfo.net/ontology/2.0/lexinfo#synonym,2
http://www.lexinfo.net/ontology/2.0/lexinfo#antonym,2
http://lemon-model.net/lemon#phrase,2
